event_t,rgb_t,iou_t,alpha,weighted_box,map50
0.2,0.3,0.5,0.3,False,0.5422
0.2,0.3,0.4,0.3,False,0.5419
0.2,0.1,0.5,0.3,False,0.5419
0.1,0.2,0.5,0.3,False,0.5419
0.2,0.2,0.5,0.3,False,0.5419
0.1,0.3,0.4,0.3,False,0.5419
0.1,0.1,0.5,0.3,False,0.5419
0.3,0.1,0.5,0.3,False,0.5418
0.3,0.2,0.5,0.3,False,0.5418
0.3,0.3,0.4,0.3,False,0.5417
0.2,0.5,0.3,0.3,True,0.5416
0.1,0.5,0.3,0.3,True,0.5416
0.3,0.5,0.3,0.3,True,0.5416
0.2,0.2,0.4,0.3,False,0.5415
0.2,0.1,0.4,0.3,False,0.5415
0.2,0.5,0.3,0.3,False,0.5415
0.1,0.5,0.3,0.3,False,0.5415
0.1,0.1,0.4,0.3,False,0.5415
0.1,0.2,0.4,0.3,False,0.5415
0.3,0.2,0.4,0.3,False,0.5413
0.3,0.1,0.4,0.3,False,0.5413
0.3,0.5,0.3,0.3,False,0.5412
0.1,0.4,0.3,0.3,True,0.5408
0.3,0.4,0.3,0.3,True,0.5408
0.2,0.4,0.3,0.3,True,0.5408
0.2,0.4,0.3,0.3,False,0.5407
0.1,0.4,0.3,0.3,False,0.5407
0.4,0.1,0.5,0.2,True,0.5404
0.3,0.4,0.3,0.3,False,0.5404
0.3,0.5,0.5,0.5,True,0.5403
0.2,0.5,0.5,0.5,True,0.5402
0.1,0.5,0.5,0.5,True,0.5402
0.1,0.3,0.3,0.3,True,0.5397
0.2,0.3,0.3,0.3,True,0.5397
0.3,0.3,0.3,0.3,True,0.5397
0.3,0.3,0.3,0.3,False,0.5397
0.1,0.3,0.3,0.3,False,0.5397
0.2,0.3,0.3,0.3,False,0.5397
0.1,0.2,0.3,0.3,True,0.5395
0.2,0.2,0.3,0.3,True,0.5395
0.2,0.1,0.3,0.3,True,0.5395
0.1,0.1,0.3,0.3,True,0.5395
0.1,0.2,0.3,0.3,False,0.5394
0.2,0.1,0.3,0.3,False,0.5394
0.2,0.2,0.3,0.3,False,0.5394
0.1,0.1,0.3,0.3,False,0.5394
0.3,0.1,0.3,0.3,True,0.5393
0.3,0.2,0.3,0.3,True,0.5393
0.4,0.1,0.4,0.2,True,0.5392
0.3,0.2,0.3,0.3,False,0.5392
0.3,0.1,0.3,0.3,False,0.5392
0.1,0.5,0.5,0.5,False,0.539
0.2,0.5,0.5,0.5,False,0.539
0.1,0.5,0.4,0.5,True,0.5379
0.3,0.5,0.4,0.5,True,0.5379
0.2,0.5,0.4,0.5,True,0.5379
0.4,0.1,0.6,0.5,True,0.5373
0.4,0.1,0.4,0.2,False,0.5371
0.4,0.1,0.5,0.2,False,0.5369
0.1,0.5,0.4,0.5,False,0.5367
0.2,0.5,0.4,0.5,False,0.5367
0.4,0.1,0.3,0.2,False,0.5367
0.4,0.1,0.3,0.2,True,0.5365
0.3,0.4,0.5,0.5,True,0.5362
0.2,0.4,0.5,0.5,True,0.5361
0.4,0.1,0.6,0.5,False,0.5361
0.1,0.4,0.5,0.5,True,0.5361
0.3,0.5,0.4,0.5,False,0.536
0.2,0.4,0.5,0.5,False,0.5351
0.1,0.4,0.5,0.5,False,0.5351
0.2,0.5,0.3,0.5,True,0.5348
0.1,0.5,0.3,0.5,True,0.5348
0.1,0.5,0.3,0.5,False,0.5347
0.2,0.5,0.3,0.5,False,0.5347
0.3,0.5,0.3,0.5,True,0.5347
0.3,0.4,0.5,0.5,False,0.5346
0.3,0.3,0.5,0.5,True,0.5345
0.2,0.3,0.5,0.5,True,0.5344
0.1,0.3,0.5,0.5,True,0.5344
0.3,0.5,0.3,0.5,False,0.5343
0.1,0.4,0.4,0.5,True,0.5342
0.1,0.1,0.5,0.5,True,0.5342
0.2,0.4,0.4,0.5,True,0.5342
0.1,0.2,0.5,0.5,True,0.5342
0.2,0.1,0.5,0.5,True,0.5342
0.2,0.2,0.5,0.5,True,0.5342
0.3,0.4,0.4,0.5,True,0.5342
0.3,0.1,0.5,0.5,True,0.5341
0.3,0.2,0.5,0.5,True,0.5341
0.4,0.1,0.5,0.3,True,0.534
0.3,0.3,0.5,0.5,False,0.5334
0.2,0.3,0.5,0.5,False,0.5334
0.1,0.3,0.5,0.5,False,0.5334
0.1,0.4,0.4,0.5,False,0.5331
0.1,0.1,0.5,0.5,False,0.5331
0.2,0.4,0.4,0.5,False,0.5331
0.1,0.2,0.5,0.5,False,0.5331
0.2,0.1,0.5,0.5,False,0.5331
0.2,0.2,0.5,0.5,False,0.5331
0.3,0.1,0.5,0.5,False,0.5327
0.3,0.2,0.5,0.5,False,0.5327
0.4,0.1,0.4,0.3,True,0.5326
0.3,0.4,0.4,0.5,False,0.5325
0.3,0.3,0.4,0.5,True,0.5323
0.1,0.3,0.4,0.5,True,0.5322
0.2,0.3,0.4,0.5,True,0.5322
0.2,0.1,0.4,0.5,True,0.5318
0.1,0.2,0.4,0.5,True,0.5318
0.2,0.2,0.4,0.5,True,0.5318
0.1,0.1,0.4,0.5,True,0.5318
0.3,0.1,0.4,0.5,True,0.5317
0.3,0.2,0.4,0.5,True,0.5317
0.2,0.3,0.4,0.5,False,0.5312
0.1,0.3,0.4,0.5,False,0.5312
0.1,0.4,0.3,0.5,True,0.5311
0.2,0.4,0.3,0.5,True,0.5311
0.3,0.4,0.3,0.5,True,0.531
0.2,0.4,0.3,0.5,False,0.5309
0.1,0.4,0.3,0.5,False,0.5309
0.3,0.3,0.4,0.5,False,0.5309
0.1,0.2,0.4,0.5,False,0.5308
0.2,0.2,0.4,0.5,False,0.5308
0.2,0.1,0.4,0.5,False,0.5308
0.1,0.1,0.4,0.5,False,0.5308
0.3,0.4,0.3,0.5,False,0.5305
0.4,0.1,0.3,0.3,False,0.5305
0.4,0.1,0.4,0.3,False,0.5305
0.4,0.1,0.3,0.3,True,0.5304
0.4,0.1,0.5,0.3,False,0.5304
0.3,0.2,0.4,0.5,False,0.5299
0.3,0.1,0.4,0.5,False,0.5299
0.2,0.3,0.3,0.5,True,0.529
0.1,0.3,0.3,0.5,True,0.529
0.3,0.3,0.3,0.5,True,0.5289
0.2,0.3,0.3,0.5,False,0.5288
0.1,0.3,0.3,0.5,False,0.5288
0.3,0.3,0.3,0.5,False,0.5287
0.2,0.2,0.3,0.5,True,0.5285
0.1,0.1,0.3,0.5,True,0.5285
0.1,0.2,0.3,0.5,True,0.5285
0.2,0.1,0.3,0.5,True,0.5285
0.1,0.1,0.3,0.5,False,0.5284
0.2,0.2,0.3,0.5,False,0.5284
0.2,0.1,0.3,0.5,False,0.5284
0.1,0.2,0.3,0.5,False,0.5284
0.3,0.1,0.3,0.5,True,0.5279
0.3,0.2,0.3,0.5,True,0.5279
0.3,0.1,0.3,0.5,False,0.5277
0.3,0.2,0.3,0.5,False,0.5277
0.4,0.1,0.5,0.5,True,0.5255
0.4,0.1,0.4,0.5,True,0.5232
0.4,0.1,0.5,0.5,False,0.5222
0.4,0.1,0.3,0.5,True,0.5216
0.4,0.1,0.3,0.5,False,0.5213
0.4,0.1,0.4,0.5,False,0.521
0.5,0.3,0.5,max,True,0.508
0.4,0.2,0.5,max,True,0.508
0.5,0.2,0.5,max,True,0.508
0.4,0.4,0.5,max,True,0.508
0.4,0.5,0.5,max,True,0.508
0.5,0.1,0.5,max,True,0.508
0.4,0.3,0.5,max,True,0.508
0.5,0.5,0.5,max,True,0.508
0.5,0.4,0.5,max,True,0.508
0.4,0.3,0.4,max,True,0.5075
0.5,0.1,0.4,max,True,0.5075
0.5,0.2,0.4,max,True,0.5075
0.4,0.2,0.4,max,True,0.5075
0.4,0.5,0.4,max,True,0.5075
0.4,0.4,0.4,max,True,0.5075
0.5,0.4,0.4,max,True,0.5075
0.5,0.5,0.4,max,True,0.5075
0.5,0.3,0.4,max,True,0.5075
0.5,0.5,0.4,max,False,0.5068
0.5,0.4,0.3,max,False,0.5068
0.5,0.4,0.5,max,False,0.5068
0.5,0.4,0.4,max,False,0.5068
0.3,0.5,0.5,max,False,0.5068
0.3,0.5,0.6,max,False,0.5068
0.5,0.3,0.6,max,False,0.5068
0.5,0.3,0.7,max,False,0.5068
0.3,0.5,0.7,max,False,0.5068
0.3,0.4,0.7,max,False,0.5068
0.5,0.4,0.7,max,False,0.5068
0.5,0.4,0.6,max,False,0.5068
0.4,0.3,0.6,max,False,0.5068
0.5,0.5,0.5,max,False,0.5068
0.4,0.3,0.7,max,False,0.5068
0.4,0.4,0.3,max,False,0.5068
0.5,0.5,0.3,max,False,0.5068
0.5,0.5,0.6,max,False,0.5068
0.4,0.4,0.5,max,False,0.5068
0.4,0.4,0.6,max,False,0.5068
0.4,0.5,0.3,max,False,0.5068
0.4,0.4,0.7,max,False,0.5068
0.4,0.3,0.4,max,False,0.5068
0.4,0.5,0.5,max,False,0.5068
0.5,0.1,0.4,max,False,0.5068
0.4,0.2,0.6,max,False,0.5068
0.5,0.1,0.6,max,False,0.5068
0.5,0.1,0.7,max,False,0.5068
0.4,0.3,0.5,max,False,0.5068
0.5,0.2,0.7,max,False,0.5068
0.4,0.2,0.4,max,False,0.5068
0.5,0.2,0.3,max,False,0.5068
0.4,0.5,0.6,max,False,0.5068
0.4,0.3,0.3,max,False,0.5068
0.4,0.5,0.4,max,False,0.5068
0.5,0.2,0.6,max,False,0.5068
0.5,0.2,0.4,max,False,0.5068
0.5,0.5,0.7,max,False,0.5068
0.4,0.2,0.5,max,False,0.5068
0.5,0.2,0.5,max,False,0.5068
0.5,0.3,0.3,max,False,0.5068
0.5,0.3,0.4,max,False,0.5068
0.4,0.2,0.3,max,False,0.5068
0.5,0.3,0.5,max,False,0.5068
0.4,0.5,0.7,max,False,0.5068
0.4,0.4,0.4,max,False,0.5068
0.4,0.2,0.7,max,False,0.5068
0.5,0.1,0.5,max,False,0.5068
0.5,0.1,0.3,max,False,0.5068
0.5,0.4,0.6,max,True,0.5066
0.5,0.5,0.6,max,True,0.5066
0.4,0.3,0.6,max,True,0.5066
0.4,0.4,0.6,max,True,0.5066
0.5,0.1,0.6,max,True,0.5066
0.4,0.2,0.6,max,True,0.5066
0.5,0.2,0.6,max,True,0.5066
0.4,0.5,0.6,max,True,0.5066
0.5,0.3,0.6,max,True,0.5066
0.5,0.4,0.7,max,True,0.5064
0.5,0.3,0.7,max,True,0.5064
0.4,0.3,0.7,max,True,0.5064
0.4,0.4,0.7,max,True,0.5064
0.5,0.1,0.7,max,True,0.5064
0.4,0.2,0.7,max,True,0.5064
0.3,0.5,0.7,max,True,0.5064
0.4,0.5,0.7,max,True,0.5064
0.5,0.5,0.7,max,True,0.5064
0.5,0.2,0.7,max,True,0.5064
0.4,0.2,0.3,max,True,0.5061
0.4,0.4,0.3,max,True,0.5061
0.5,0.1,0.3,max,True,0.5061
0.5,0.4,0.3,max,True,0.5061
0.5,0.5,0.3,max,True,0.5061
0.4,0.3,0.3,max,True,0.5061
0.5,0.2,0.3,max,True,0.5061
0.5,0.3,0.3,max,True,0.5061
0.4,0.5,0.3,max,True,0.5061
0.4,0.5,0.7,0.1,False,0.5023
0.4,0.2,0.7,0.1,False,0.5023
0.5,0.1,0.7,0.1,False,0.5023
0.5,0.2,0.7,0.1,False,0.5023
0.5,0.5,0.7,0.1,False,0.5023
0.4,0.4,0.7,0.1,False,0.5023
0.3,0.5,0.7,0.1,False,0.5023
0.3,0.4,0.7,0.1,False,0.5023
0.5,0.3,0.7,0.1,False,0.5023
0.5,0.4,0.7,0.1,False,0.5023
0.4,0.3,0.7,0.1,False,0.5023
0.5,0.3,0.7,0.1,True,0.5021
0.5,0.4,0.7,0.1,True,0.5021
0.3,0.5,0.7,0.1,True,0.5021
0.5,0.2,0.7,0.1,True,0.5021
0.4,0.2,0.7,0.1,True,0.5021
0.4,0.4,0.7,0.1,True,0.5021
0.5,0.5,0.7,0.1,True,0.5021
0.4,0.5,0.7,0.1,True,0.5021
0.4,0.3,0.7,0.1,True,0.5021
0.5,0.1,0.7,0.1,True,0.5021
0.5,0.4,0.6,0.1,False,0.5009
0.5,0.5,0.6,0.1,False,0.5009
0.5,0.3,0.6,0.1,False,0.5009
0.3,0.5,0.6,0.1,False,0.5009
0.5,0.2,0.6,0.1,False,0.5009
0.5,0.1,0.6,0.1,False,0.5009
0.4,0.5,0.6,0.1,False,0.5009
0.4,0.2,0.6,0.1,False,0.5009
0.4,0.4,0.6,0.1,False,0.5009
0.4,0.3,0.6,0.1,False,0.5009
0.4,0.3,0.6,0.1,True,0.5006
0.4,0.4,0.6,0.1,True,0.5006
0.5,0.3,0.6,0.1,True,0.5006
0.5,0.5,0.6,0.1,True,0.5006
0.5,0.1,0.6,0.1,True,0.5006
0.5,0.2,0.6,0.1,True,0.5006
0.4,0.2,0.6,0.1,True,0.5006
0.4,0.5,0.6,0.1,True,0.5006
0.5,0.4,0.6,0.1,True,0.5006
0.5,0.5,0.7,0.2,False,0.4998
0.4,0.2,0.7,0.2,False,0.4998
0.4,0.5,0.7,0.2,False,0.4998
0.5,0.1,0.7,0.2,False,0.4998
0.3,0.4,0.7,0.2,False,0.4998
0.5,0.4,0.7,0.2,False,0.4998
0.5,0.2,0.7,0.2,False,0.4998
0.3,0.5,0.7,0.2,False,0.4998
0.5,0.3,0.7,0.2,False,0.4998
0.4,0.4,0.7,0.2,False,0.4998
0.4,0.3,0.7,0.2,False,0.4998
0.5,0.3,0.7,0.2,True,0.4997
0.3,0.5,0.7,0.2,True,0.4997
0.5,0.5,0.7,0.2,True,0.4997
0.4,0.3,0.7,0.2,True,0.4997
0.4,0.2,0.7,0.2,True,0.4997
0.4,0.4,0.7,0.2,True,0.4997
0.4,0.5,0.7,0.2,True,0.4997
0.5,0.1,0.7,0.2,True,0.4997
0.5,0.4,0.7,0.2,True,0.4997
0.5,0.2,0.7,0.2,True,0.4997
0.4,0.3,0.7,0.3,False,0.4981
0.5,0.3,0.7,0.3,False,0.4981
0.5,0.5,0.7,0.3,False,0.4981
0.5,0.4,0.7,0.3,False,0.4981
0.3,0.4,0.7,0.3,False,0.4981
0.5,0.1,0.7,0.3,False,0.4981
0.4,0.5,0.7,0.3,False,0.4981
0.5,0.2,0.7,0.3,False,0.4981
0.3,0.5,0.7,0.3,False,0.4981
0.4,0.2,0.7,0.3,False,0.4981
0.4,0.4,0.7,0.3,False,0.4981
0.4,0.2,0.7,0.3,True,0.498
0.5,0.2,0.7,0.3,True,0.498
0.4,0.5,0.7,0.3,True,0.498
0.5,0.5,0.7,0.3,True,0.498
0.4,0.4,0.7,0.3,True,0.498
0.4,0.3,0.7,0.3,True,0.498
0.5,0.3,0.7,0.3,True,0.498
0.5,0.1,0.7,0.3,True,0.498
0.5,0.4,0.7,0.3,True,0.498
0.3,0.5,0.7,0.3,True,0.498
0.5,0.5,0.7,0.5,False,0.4971
0.5,0.5,0.7,0.5,True,0.4971
0.5,0.2,0.5,0.1,True,0.4959
0.4,0.5,0.5,0.1,True,0.4959
0.5,0.1,0.5,0.1,True,0.4959
0.4,0.5,0.7,0.5,False,0.4959
0.4,0.5,0.7,0.5,True,0.4959
0.4,0.3,0.5,0.1,True,0.4959
0.4,0.4,0.5,0.1,True,0.4959
0.5,0.4,0.5,0.1,True,0.4959
0.5,0.5,0.5,0.1,True,0.4959
0.4,0.2,0.5,0.1,True,0.4959
0.5,0.3,0.5,0.1,True,0.4959
0.3,0.5,0.7,0.5,False,0.4958
0.3,0.5,0.7,0.5,True,0.4957
0.5,0.4,0.7,0.5,False,0.4952
0.5,0.4,0.7,0.5,True,0.4952
0.5,0.5,0.4,0.1,True,0.4951
0.5,0.3,0.7,0.5,True,0.4951
0.4,0.4,0.4,0.1,True,0.4951
0.5,0.3,0.7,0.5,False,0.4951
0.5,0.1,0.7,0.5,False,0.4951
0.5,0.2,0.4,0.1,True,0.4951
0.5,0.1,0.7,0.5,True,0.4951
0.4,0.2,0.4,0.1,True,0.4951
0.4,0.3,0.4,0.1,True,0.4951
0.4,0.5,0.4,0.1,True,0.4951
0.5,0.4,0.4,0.1,True,0.4951
0.5,0.2,0.7,0.5,False,0.4951
0.5,0.2,0.7,0.5,True,0.4951
0.5,0.1,0.4,0.1,True,0.4951
0.5,0.3,0.4,0.1,True,0.4951
0.3,0.4,0.7,0.5,False,0.4948
0.4,0.3,0.7,0.5,False,0.4948
0.4,0.3,0.7,0.5,True,0.4948
0.4,0.4,0.7,0.5,True,0.4948
0.4,0.4,0.7,0.5,False,0.4948
0.4,0.2,0.7,0.5,True,0.4948
0.4,0.2,0.7,0.5,False,0.4948
0.5,0.4,0.6,0.2,False,0.4947
0.3,0.5,0.5,0.1,False,0.4947
0.4,0.3,0.5,0.1,False,0.4947
0.5,0.2,0.6,0.2,False,0.4947
0.5,0.4,0.5,0.1,False,0.4947
0.4,0.2,0.5,0.1,False,0.4947
0.4,0.5,0.6,0.2,False,0.4947
0.4,0.5,0.5,0.1,False,0.4947
0.4,0.2,0.6,0.2,False,0.4947
0.5,0.2,0.5,0.1,False,0.4947
0.4,0.4,0.6,0.2,False,0.4947
0.4,0.4,0.5,0.1,False,0.4947
0.3,0.5,0.6,0.2,False,0.4947
0.5,0.3,0.6,0.2,False,0.4947
0.4,0.3,0.6,0.2,False,0.4947
0.5,0.5,0.5,0.1,False,0.4947
0.5,0.5,0.6,0.2,False,0.4947
0.5,0.3,0.5,0.1,False,0.4947
0.5,0.1,0.5,0.1,False,0.4947
0.5,0.1,0.6,0.2,False,0.4947
0.5,0.2,0.6,0.2,True,0.4946
0.4,0.2,0.6,0.2,True,0.4946
0.5,0.5,0.6,0.2,True,0.4946
0.4,0.3,0.6,0.2,True,0.4946
0.4,0.4,0.6,0.2,True,0.4946
0.5,0.3,0.6,0.2,True,0.4946
0.4,0.5,0.6,0.2,True,0.4946
0.5,0.4,0.6,0.2,True,0.4946
0.5,0.1,0.6,0.2,True,0.4946
0.4,0.2,0.4,0.1,False,0.4942
0.5,0.2,0.4,0.1,False,0.4942
0.5,0.3,0.4,0.1,False,0.4942
0.5,0.1,0.4,0.1,False,0.4942
0.5,0.5,0.4,0.1,False,0.4942
0.4,0.3,0.4,0.1,False,0.4942
0.4,0.5,0.4,0.1,False,0.4942
0.4,0.4,0.4,0.1,False,0.4942
0.5,0.4,0.4,0.1,False,0.4942
0.5,0.5,0.6,0.3,True,0.4912
0.5,0.5,0.6,0.3,False,0.4912
0.4,0.3,0.6,0.3,False,0.4909
0.3,0.5,0.6,0.3,False,0.4909
0.4,0.5,0.3,0.1,False,0.4909
0.5,0.5,0.3,0.1,False,0.4909
0.5,0.2,0.3,0.1,False,0.4909
0.5,0.4,0.6,0.3,False,0.4909
0.5,0.1,0.6,0.3,False,0.4909
0.5,0.2,0.6,0.3,False,0.4909
0.4,0.5,0.6,0.3,False,0.4909
0.4,0.3,0.3,0.1,False,0.4909
0.5,0.1,0.3,0.1,False,0.4909
0.4,0.2,0.3,0.1,False,0.4909
0.5,0.3,0.3,0.1,False,0.4909
0.4,0.2,0.6,0.3,False,0.4909
0.4,0.4,0.6,0.3,False,0.4909
0.4,0.4,0.3,0.1,False,0.4909
0.5,0.3,0.6,0.3,False,0.4909
0.5,0.4,0.3,0.1,False,0.4909
0.4,0.3,0.6,0.3,True,0.4908
0.5,0.3,0.6,0.3,True,0.4908
0.4,0.4,0.3,0.1,True,0.4908
0.5,0.4,0.3,0.1,True,0.4908
0.5,0.4,0.6,0.3,True,0.4908
0.5,0.2,0.6,0.3,True,0.4908
0.5,0.5,0.3,0.1,True,0.4908
0.5,0.1,0.6,0.3,True,0.4908
0.4,0.2,0.3,0.1,True,0.4908
0.4,0.2,0.6,0.3,True,0.4908
0.4,0.4,0.6,0.3,True,0.4908
0.4,0.5,0.3,0.1,True,0.4908
0.4,0.3,0.3,0.1,True,0.4908
0.4,0.5,0.6,0.3,True,0.4908
0.5,0.2,0.3,0.1,True,0.4908
0.5,0.1,0.3,0.1,True,0.4908
0.5,0.3,0.3,0.1,True,0.4908
0.5,0.5,0.6,0.5,True,0.4903
0.5,0.5,0.6,0.5,False,0.4902
0.4,0.5,0.6,0.5,True,0.488
0.4,0.5,0.6,0.5,False,0.4879
0.5,0.4,0.6,0.5,True,0.4876
0.5,0.4,0.6,0.5,False,0.4875
0.5,0.1,0.5,0.2,True,0.4874
0.4,0.4,0.5,0.2,True,0.4874
0.4,0.3,0.5,0.2,True,0.4874
0.5,0.4,0.5,0.2,True,0.4874
0.5,0.5,0.5,0.2,True,0.4874
0.4,0.5,0.5,0.2,True,0.4874
0.5,0.3,0.5,0.2,True,0.4874
0.4,0.2,0.5,0.2,True,0.4874
0.5,0.2,0.5,0.2,True,0.4874
0.3,0.5,0.6,0.5,False,0.4873
0.5,0.3,0.6,0.5,True,0.4869
0.5,0.1,0.6,0.5,True,0.4869
0.5,0.2,0.6,0.5,True,0.4869
0.5,0.2,0.6,0.5,False,0.4868
0.5,0.1,0.6,0.5,False,0.4868
0.5,0.3,0.6,0.5,False,0.4868
0.5,0.2,0.4,0.2,True,0.4866
0.4,0.5,0.4,0.2,True,0.4866
0.4,0.2,0.4,0.2,True,0.4866
0.5,0.1,0.4,0.2,True,0.4866
0.5,0.3,0.4,0.2,True,0.4866
0.4,0.4,0.4,0.2,True,0.4866
0.5,0.4,0.4,0.2,True,0.4866
0.4,0.3,0.4,0.2,True,0.4866
0.5,0.5,0.4,0.2,True,0.4866
0.5,0.4,0.5,0.2,False,0.4865
0.5,0.5,0.5,0.2,False,0.4865
0.3,0.5,0.5,0.2,False,0.4865
0.4,0.4,0.5,0.2,False,0.4865
0.4,0.2,0.5,0.2,False,0.4865
0.4,0.5,0.5,0.2,False,0.4865
0.5,0.1,0.5,0.2,False,0.4865
0.5,0.2,0.5,0.2,False,0.4865
0.4,0.3,0.5,0.2,False,0.4865
0.5,0.3,0.5,0.2,False,0.4865
0.5,0.4,0.4,0.2,False,0.4858
0.5,0.5,0.4,0.2,False,0.4858
0.5,0.3,0.4,0.2,False,0.4858
0.4,0.3,0.4,0.2,False,0.4858
0.4,0.5,0.4,0.2,False,0.4858
0.4,0.4,0.4,0.2,False,0.4858
0.5,0.2,0.4,0.2,False,0.4858
0.5,0.1,0.4,0.2,False,0.4858
0.4,0.2,0.4,0.2,False,0.4858
0.4,0.4,0.6,0.5,True,0.4855
0.4,0.4,0.6,0.5,False,0.4853
0.4,0.2,0.6,0.5,True,0.4849
0.4,0.3,0.6,0.5,True,0.4849
0.4,0.2,0.6,0.5,False,0.4848
0.4,0.3,0.6,0.5,False,0.4848
0.5,0.5,0.5,0.3,True,0.4834
0.5,0.5,0.4,0.3,True,0.4832
0.5,0.5,0.5,0.5,True,0.4831
0.5,0.5,0.3,0.2,False,0.483
0.4,0.4,0.3,0.2,False,0.483
0.4,0.5,0.3,0.2,False,0.483
0.5,0.2,0.3,0.2,False,0.483
0.5,0.3,0.3,0.2,False,0.483
0.5,0.1,0.3,0.2,False,0.483
0.4,0.2,0.3,0.2,False,0.483
0.4,0.3,0.3,0.2,False,0.483
0.5,0.4,0.3,0.2,False,0.483
0.5,0.3,0.3,0.2,True,0.4829
0.5,0.5,0.3,0.2,True,0.4829
0.5,0.1,0.3,0.2,True,0.4829
0.5,0.2,0.3,0.2,True,0.4829
0.4,0.5,0.3,0.2,True,0.4829
0.4,0.2,0.3,0.2,True,0.4829
0.5,0.4,0.3,0.2,True,0.4829
0.4,0.3,0.3,0.2,True,0.4829
0.4,0.4,0.3,0.2,True,0.4829
0.5,0.5,0.4,0.5,True,0.4829
0.5,0.5,0.5,0.3,False,0.4823
0.5,0.5,0.4,0.3,False,0.4821
0.5,0.5,0.5,0.5,False,0.482
0.5,0.3,0.5,0.3,True,0.4819
0.5,0.3,0.4,0.3,True,0.4819
0.5,0.2,0.4,0.3,True,0.4819
0.5,0.1,0.5,0.3,True,0.4819
0.5,0.1,0.4,0.3,True,0.4819
0.5,0.2,0.5,0.3,True,0.4819
0.5,0.4,0.4,0.3,True,0.4819
0.5,0.4,0.5,0.3,True,0.4819
0.5,0.5,0.4,0.5,False,0.4819
0.4,0.5,0.5,0.3,True,0.4814
0.4,0.2,0.5,0.3,True,0.4811
0.4,0.3,0.5,0.3,True,0.4811
0.4,0.4,0.5,0.3,True,0.4811
0.5,0.2,0.5,0.3,False,0.4809
0.5,0.1,0.5,0.3,False,0.4809
0.5,0.4,0.5,0.3,False,0.4809
0.5,0.4,0.4,0.3,False,0.4809
0.5,0.3,0.5,0.3,False,0.4809
0.5,0.2,0.4,0.3,False,0.4809
0.5,0.1,0.4,0.3,False,0.4809
0.5,0.3,0.4,0.3,False,0.4809
0.4,0.5,0.4,0.3,True,0.4804
0.3,0.5,0.5,0.3,False,0.4804
0.4,0.5,0.5,0.3,False,0.4804
0.5,0.5,0.3,0.3,True,0.4802
0.4,0.2,0.5,0.3,False,0.4801
0.4,0.2,0.4,0.3,True,0.4801
0.4,0.4,0.4,0.3,True,0.4801
0.4,0.4,0.5,0.3,False,0.4801
0.4,0.3,0.4,0.3,True,0.4801
0.4,0.3,0.5,0.3,False,0.4801
0.5,0.5,0.3,0.3,False,0.48
0.5,0.5,0.3,0.5,True,0.4799
0.5,0.5,0.3,0.5,False,0.4798
0.4,0.5,0.4,0.3,False,0.4795
0.4,0.4,0.4,0.3,False,0.4792
0.4,0.3,0.4,0.3,False,0.4792
0.4,0.2,0.4,0.3,False,0.4792
0.5,0.4,0.4,0.5,True,0.4791
0.5,0.2,0.3,0.3,True,0.4789
0.5,0.4,0.3,0.3,True,0.4789
0.5,0.3,0.3,0.3,True,0.4789
0.5,0.1,0.3,0.3,True,0.4789
0.5,0.1,0.3,0.3,False,0.4787
0.5,0.3,0.3,0.3,False,0.4787
0.5,0.4,0.3,0.3,False,0.4787
0.5,0.2,0.3,0.3,False,0.4787
0.5,0.4,0.5,0.5,True,0.4787
0.5,0.4,0.4,0.5,False,0.4781
0.5,0.4,0.5,0.5,False,0.4776
0.4,0.5,0.5,0.5,True,0.4774
0.4,0.5,0.3,0.3,False,0.4772
0.4,0.5,0.3,0.3,True,0.4772
0.5,0.3,0.5,0.5,True,0.477
0.5,0.2,0.5,0.5,True,0.477
0.5,0.1,0.5,0.5,True,0.477
0.5,0.3,0.4,0.5,True,0.4769
0.4,0.3,0.3,0.3,False,0.4769
0.5,0.1,0.4,0.5,True,0.4769
0.4,0.2,0.3,0.3,False,0.4769
0.5,0.2,0.4,0.5,True,0.4769
0.4,0.4,0.3,0.3,False,0.4769
0.4,0.3,0.3,0.3,True,0.4768
0.4,0.4,0.3,0.3,True,0.4768
0.4,0.2,0.3,0.3,True,0.4768
0.4,0.5,0.5,0.5,False,0.4766
0.5,0.4,0.3,0.5,True,0.4764
0.4,0.5,0.4,0.5,True,0.4762
0.5,0.4,0.3,0.5,False,0.4762
0.5,0.1,0.5,0.5,False,0.4761
0.5,0.2,0.5,0.5,False,0.4761
0.5,0.3,0.5,0.5,False,0.4761
0.5,0.2,0.4,0.5,False,0.4759
0.5,0.1,0.4,0.5,False,0.4759
0.5,0.3,0.4,0.5,False,0.4759
0.4,0.5,0.4,0.5,False,0.4752
0.3,0.5,0.5,0.5,False,0.4749
0.5,0.3,0.3,0.5,True,0.4744
0.5,0.1,0.3,0.5,True,0.4744
0.5,0.2,0.3,0.5,True,0.4744
0.5,0.2,0.3,0.5,False,0.4742
0.5,0.1,0.3,0.5,False,0.4742
0.5,0.3,0.3,0.5,False,0.4742
0.4,0.4,0.5,0.5,True,0.474
0.4,0.5,0.3,0.5,True,0.4733
0.4,0.4,0.5,0.5,False,0.4732
0.4,0.5,0.3,0.5,False,0.4732
0.4,0.3,0.5,0.5,True,0.4726
0.4,0.2,0.5,0.5,True,0.4726
0.4,0.4,0.4,0.5,True,0.4726
